sentence;fuel;machine;others;part;price;service
Toyota Avanza Veloz baru make mesin Dual VVT - i yang sebelumnya make VVT ​​tunggal - i. bos yang mantap;neutral;positive;neutral;neutral;neutral;neutral
DaihatsuInd servis di bengkel Daihatsu mahal banget, onderdilnya masih bagus, minta ganti CS/mekaniknya. Satu jasa 2 juta;neutral;neutral;neutral;neutral;neutral;negative
Mobilio hitam ini cukup bikin orang kaget dan makenya berasa gagah;neutral;neutral;positive;neutral;neutral;neutral
Brio paling cocok buat mahasiswa karena gayanya yang sederhana dan minimalis;neutral;neutral;neutral;positive;neutral;neutral
Gue supir operasional. Pake Altis v. Kalo soal mesin, gue akuin enak. Tarikannya bagus banget, penanganannya wah.;neutral;positive;neutral;positive;neutral;neutral
Xenia Xi Sporty puas dengan mobil ini;neutral;neutral;positive;neutral;neutral;neutral
Pilihan jatuh pada Xenia karena harga dan pelayanan Xenia udah pasti lebih murah, hehe.;neutral;neutral;neutral;neutral;positive;positive
Badan Vario lebih kokoh daripada Mio;neutral;neutral;neutral;negative;neutral;neutral
Agya, itu mobil bagus dan punya gaya yang keren;neutral;neutral;positive;positive;neutral;neutral
Butuh waktu sampe setahun buat pivot Xpander, kecewa!;neutral;neutral;neutral;neutral;neutral;negative
Sejauh ini, make Xexi cukup hemat;positive;neutral;neutral;neutral;neutral;neutral
Kenyamanan jauh lebih unggul daripada xpander, lebih kenceng & nendangnya nyaman banget. Harga juga lebih murah;neutral;neutral;positive;neutral;positive;neutral
Desain dasbor interior Avanza keliatan lebih mewah dan bergaya;neutral;neutral;neutral;positive;neutral;neutral
Kinerja mesin Rush juga kagak kalah ama SUV laen;neutral;positive;neutral;neutral;neutral;neutral
Udah lama pake Xenia, baru dapet yang AC-nya ga bagus dan joknya kaku.;neutral;neutral;neutral;negative;neutral;neutral
Ane beli yang 2019 tapi ada satu kekurangan, joknya kagak nyaman;neutral;neutral;neutral;negative;neutral;neutral
Honda beat street itu motor yang bisa dibilang murah, tapi gak murahan. Karena selain keren, juga gampang banget buat dimodifikasi.;neutral;neutral;positive;neutral;positive;neutral
Kursi penumpang mobil Wuling Formo keliatan nyaman;neutral;neutral;neutral;positive;neutral;neutral
Kenapa Nissan GL gak bagus banget ya?;neutral;neutral;negative;neutral;neutral;neutral
xenia 1:8 - 9 juga boros, bos, karena badannya gede dan CC kecil, mungkin.;negative;neutral;neutral;neutral;neutral;neutral
Kemanapun lu pergi, mau jarak pendek atau jauh, lu bakal tetep betah pake skuter. Ada banyak muatan bagasi dan mesin kagak cepet panas.;neutral;positive;positive;positive;neutral;neutral
Gue punya Grand Livina XV 2011, yang juara ekonomi, bro.;positive;neutral;neutral;neutral;neutral;neutral
Enak sih pake Brio, pasarnya juga stabil;neutral;neutral;positive;neutral;positive;neutral
Kenyamanan Vario lebih unggul daripada Mio.;neutral;neutral;negative;neutral;neutral;neutral
Harga jual Li dlx biru juga tinggi. Beli taun 2004 sekitar 80jt, dijual taun 2009 90jt. Semoga sukses bos.;neutral;neutral;neutral;neutral;positive;neutral
Pajero udah ganteng di luar juga punya kekuatan.;neutral;positive;neutral;positive;neutral;neutral
Ane pake Honda Brio Satya E skipper yang serba baru, nyaman banget dan bagus, apalagi merk H, harga jual juga tetep stabil;neutral;neutral;positive;neutral;positive;neutral
Badan Xenia oke, tinggal ganti kaki aja, semoga modifikasi kalian menyenangkan;neutral;neutral;neutral;positive;neutral;neutral
Menurut gue, soal kenyamanan, jelas banget kalo Pajero Sport yang baru jauh lebih nyaman daripada Fortuner yang baru yang menurut gue kenceng banget;neutral;neutral;negative;neutral;neutral;neutral
Ujung-ujungnya gue beli Avanza karena bawel banget, harganya pas banget di kantong;neutral;positive;neutral;neutral;positive;neutral
Tapi, Mobilio masih jadi mobil MPV keluarga kelas menengah bawah terbaik dibandingin pesaingnya, paling hemat bahan bakar, kabinnya paling luas sampe baris ke-3, model paling manis, mesinnya juga paling cepet dibandingin pesaingnya, desain interiornya juga paling bagus dibandingin pesaingnya.;positive;positive;positive;positive;neutral;neutral
Jangan kaget bos, karena Avanza punya fitur yang cukup lengkap dengan harga yang kagak terlalu mahal;neutral;neutral;neutral;positive;positive;neutral
Ane pake Xpander soalnya ga murah.;neutral;neutral;positive;neutral;neutral;neutral
Layanan purna jual Yamaha selalu mendahulukan pelanggan daripada keuntungan sendiri;neutral;neutral;neutral;neutral;neutral;positive
Kekuatan Fortuner jauh lebih kurang kuat. Pajero adalah mobil sport terberat;neutral;positive;neutral;neutral;neutral;neutral
Motor seri Honda Beat 2011 yang lincah dan ekonomis yang selalu setia nemenin gue dalam mencari rezeki di saat panas dan hujan, siang dan malam.;positive;positive;neutral;neutral;neutral;neutral
Dari segi desain, Veloz yang menang, Avanza ketinggalan jauh;neutral;neutral;neutral;negative;neutral;neutral
Toyota Calya ini emang cocok buat keluarga, hemat bahan bakar banget, hemat banget dan enak dipake;positive;neutral;positive;neutral;neutral;neutral
Ertiga emang gampang banget dipakenya;neutral;neutral;positive;neutral;neutral;neutral
Gak nyesel sih ambil mobil Honda, gak kalah bandel, hemat dan awet pas pake Jazz;positive;positive;neutral;positive;neutral;neutral
Suku cadang Fortuner gampang ditemuin dimana aja;neutral;neutral;neutral;positive;neutral;neutral
abis liat si Wuling Almaz, liat si Mobilio sama Veloz sih keliatan kayak sampah..;neutral;neutral;negative;neutral;neutral;neutral
Sebagai pengguna Kijang Innova, gue gak ngerasa kecewa dan puas banget, maintenance gak terlalu mahal, cukup bagus aja.;neutral;neutral;positive;neutral;neutral;positive
Kalo disuruh milih. Jelas pilih CX 3, tolong;neutral;neutral;positive;neutral;neutral;neutral
Ternyata layanan bengkel Toyota jelek, ban kagak ditambahin udara, cuma dipoles, jadi apa gunanya nyoba. Jelas banget kurang angin;neutral;neutral;neutral;neutral;neutral;negative
Desain pelek paduan Veloz juga udah diubah, bagi ane, desainnya bagus banget dan keliatan sporty, pak;neutral;neutral;neutral;positive;neutral;neutral
Beat cukup hemat buat mahasiswa;neutral;neutral;neutral;neutral;positive;neutral
Xenia emang maknyus.;neutral;neutral;positive;neutral;neutral;neutral
Gila aja si Xenia yang bandel ini juara yang dipake buat rame-rame dan masih bandel;neutral;positive;neutral;neutral;neutral;neutral
Yang lebih menenangkan dari Daihatsu Terios adalah penghematan bahan bakarnya.;positive;neutral;neutral;neutral;neutral;neutral
Fortuner model bapak-bapak, Pajero model pemuda;neutral;neutral;neutral;positive;neutral;neutral
Kalo ane sih lebih suka yang Datsun Cross. Harga lebih murah, badan lebih kuat;neutral;neutral;neutral;positive;positive;neutral
Desain CHR nya campur aduk, rasanya udah liat beberapa mobil dipisahin;neutral;neutral;neutral;negative;neutral;neutral
wah, murah banget. Modal DP doang. lu bisa ambil mobil. Murah dan ceria, masih bisa jadi mobil grab.;neutral;neutral;neutral;neutral;positive;neutral
gerobak Karimun aja bro, lebih murah;neutral;neutral;neutral;neutral;positive;neutral
Honda cuma menang di mesin, kalo fitur dan interiornya jelek... dan mahal, joknya tipis banget sampe mogok kalo nyetir kelamaan;neutral;positive;neutral;negative;negative;neutral
Avanza enak dipake. cocok banget buat mobil keluarga. Harganya ga terlalu mahal buat mobil dengan spesifikasi lumayan.;neutral;neutral;positive;neutral;positive;neutral
Avanza Veloz 1.5 tipe 1.5 G kagak laku banget dan kagak pernah keliatan di jalan;neutral;neutral;negative;neutral;neutral;neutral
Wah, ini bengkel Mitsubishi, jelek banget. Udah kayak kandang di bengkel gitu.;neutral;neutral;neutral;neutral;neutral;negative
Bengkel Hondaarista Jatinegara kagak direkomendasikan. Nyebelin banget. Ane pesen servis tapi disuruh ngantri.;neutral;neutral;neutral;neutral;neutral;negative
Menurut gue, konsumsi bahan bakar yang terbilang ekonomis adalah poin penting dari Calya ini.;positive;neutral;neutral;neutral;neutral;neutral
Avanza bener-bener mendukung profesi gue karena hemat bahan bakar.;positive;neutral;neutral;neutral;neutral;neutral
Ini nih ruang tunggu bengkel ToyotaID yang paling nyaman. Hampir 3 jam dan masih berasa di rumah. Layanan yang ramah. Enak banget punya Toyota.;neutral;neutral;neutral;neutral;neutral;positive
Mesin Xenia 1.300 cc lincah dan bisa dipake rame-rame, hehe.;neutral;positive;positive;neutral;neutral;neutral
Tinggal tambahin logo, harganya naek puluhan juta;neutral;neutral;neutral;neutral;negative;neutral
Avanza juga tentunye nyaman buat dikendarain.;neutral;neutral;positive;neutral;neutral;neutral
Mobil ini terlalu over priced bos, beruntung menang merk;neutral;neutral;neutral;neutral;negative;neutral
Suzuki Karimun GX kagak cuma bandel dan punya kabin yang luas tapi juga hemat;positive;positive;neutral;positive;neutral;neutral
Brio baru dengan harga termurah 135 juta kagak pantes.;neutral;neutral;neutral;neutral;negative;neutral
Setelah liat ini gue yakin bakal beli Honda CR - V;neutral;neutral;positive;neutral;neutral;neutral
Grand Livina XV AT 2008 menggelitik parah, bro. sekarang juga udah lumayan boros;negative;negative;neutral;neutral;neutral;neutral
Gue lebih suka Fortuner karena keliatan dashing, beda ama Pajero;neutral;neutral;negative;neutral;neutral;neutral
Berangkat kerja tiap hari lebih enak pake Honda Vultus.;neutral;neutral;positive;neutral;neutral;neutral
Pengemudi lebih nyaman dengan posisi gigi yang unik. Makasih Sigra.;neutral;neutral;neutral;positive;neutral;neutral
Menurut gue, untuk service, HONDA lebih bagus daripada NISSAN.;neutral;neutral;neutral;neutral;neutral;negative
Mobil yang cocok banget dan nyaman banget dipake kalo bareng keluarga, suara mesinnya halus, eksteriornya enak diliat, interiornya juga menarik, selain itu hemat bahan bakar.;positive;positive;positive;positive;neutral;neutral
Gak salah emang milih Avanza. Udah 10 tahun mobil Avanza gue masih bisa jalan dengan cepat optimal.;neutral;positive;neutral;neutral;neutral;neutral
Avanza emang temen terbaik buat semua jalan, plus harganya masih terjangkau.;neutral;neutral;positive;neutral;positive;neutral
Mesin yang bandel dan ekonomis adalah alasan banyak keluarga di Indonesia memilih Agya sebagai mobil pertama mereka;positive;positive;neutral;neutral;neutral;neutral
Jakarta - Bandung pake Xenia cuma makan waktu 1 setengah jam. mesin yang tangguh banget.;neutral;positive;neutral;neutral;neutral;neutral
Secara pribadi, gue puas banget sama Xeli. nyaman .;neutral;neutral;positive;neutral;neutral;neutral
Ane pernah pake Karimun sebelum mobil ane yang sekarang, menurut ane LCGC ini paling nyaman, paling murah;neutral;neutral;positive;neutral;positive;neutral
Kelemahan dari Daihatsu Sigra adalah badannya rapuh dan kagak punya kedap suara eksternal.;neutral;neutral;neutral;negative;neutral;neutral
Toyota Avanza, MPV Rendah dengan Jaringan Penjualan dan Pasca Penjualan Terbesar;neutral;neutral;positive;neutral;positive;neutral
Xenia 1000 cc lebih lincah dan penanganan yang ringan;neutral;neutral;neutral;positive;neutral;neutral
Vario punya bentuk seksi buat boncengan pun nyaman dan aman, sistemnya canggih dan bahan bakarnya hemat di semua dompet kita.;positive;neutral;neutral;positive;neutral;neutral
Awalnya gue beli motor tahun 2016, Alhamdulillah, sampai sekarang motor gue masih hemat dan tangguh di jalan.;positive;positive;neutral;neutral;neutral;neutral
Kalo kita bandingin dari segi layanan, Nissan jauh lebih unggul daripada Toyota yang centil;neutral;neutral;neutral;neutral;neutral;negative
Kata orang XI malah lebih hemat dari LI.;negative;neutral;neutral;neutral;neutral;neutral
Coba aja dibanding lari, yang Brio udah pasti lebih lincah daripada yang Calya;neutral;negative;neutral;neutral;neutral;neutral
Buat gue sendiri, yang udah punya TERIOS X Deluxe MT, gue cukup puas dengan apa yang udah gue punya, makasih Daihatsu;neutral;neutral;positive;neutral;neutral;neutral
Mobil gue Xenia 1.300 cc yang hemat dipake;positive;neutral;neutral;neutral;neutral;neutral
Toyota Rush tangguh dan tangguh bahkan di medan yang curam dan nyaman di jalan yang mulus.;neutral;neutral;positive;neutral;neutral;neutral
tarikan Mobilio yang bener-bener mulus menang jauh dah daripada Agya kalah banyak;neutral;negative;neutral;neutral;neutral;neutral
Scoopy emang keren banget, badannya juga unik dan cocok buat anak muda stylish;neutral;neutral;positive;positive;neutral;neutral
Avanza 1.3 L emang hemat kalo dikendarai dengan kecepatan 60-80 km/jam.;positive;neutral;neutral;neutral;neutral;neutral
Kenapa sekelas Fortuner kagak ada sunroofnya?;neutral;neutral;neutral;negative;neutral;neutral
Harga Fortuner 4x4 lebih worth it dibanding Pajero Sport;neutral;neutral;neutral;neutral;negative;neutral
Kalo Brio senyaman ini, peduli amat mau kejebak macet lama-lama, tetep berasa nyaman di dalem;neutral;neutral;positive;neutral;neutral;neutral
Menurut gue, sirion bagus buat tampang wajah, brio bagus buat tampang belakang ;neutral;neutral;neutral;positive;neutral;neutral
Pengalaman kemarin nyewa rental di Bali itu koplingnya agak tinggi jadi pas naik agak seret jadi ga lincah banget walaupun itu Karimun;neutral;neutral;neutral;negative;neutral;neutral
Menurut gue, motor Honda Beat ini cocok untuk semua kelompok, dari segi harga murah tapi ini nggak bikin produk ini acak-acakan.;neutral;neutral;positive;neutral;positive;neutral
Penampilan Avanza yang khas bergaya crossover memiliki kesan sportif dan agresif;neutral;neutral;neutral;positive;neutral;neutral
Nah, gue gak ragu bawa Calya buat dipake sehari-hari;neutral;neutral;positive;neutral;neutral;neutral
Masalahnya, menurut gue Wuling Confero S 1.5 tipe tertinggi lebih murah, cuma 160jt;neutral;neutral;neutral;neutral;positive;neutral
Dengan harga yang terjangkau, mobil Avanza ini masih populer bagi orang Indonesia sebagai mobil keluarga pilihan;neutral;neutral;neutral;neutral;positive;neutral
Sayangnya kagak ada peta GPS kayak versi lama. Meskipun enak buat pergi acara di daerah terpencil yang sinyalnya susah. Mirroring cuma bisa pake kabel;neutral;neutral;neutral;negative;neutral;neutral
Untuk mempertahankan performa terbaik, Innova ini nggak perlu banyak biaya servis kayak mobil gue sebelumnya.;neutral;neutral;neutral;neutral;neutral;positive
Kabin depan, tengah dan belakang lebih luas dan nyaman di PAJERO SPORT daripada FORTUNER;neutral;neutral;neutral;negative;neutral;neutral
Bokap punya GL yang difacelift tahun 2013, sampe sekarang masih bagus, mesin masih bagus + bensin V-power, mesin belum pernah overhaul;neutral;positive;positive;neutral;neutral;neutral
Terakhir diservis di bengkel Daihatsu pada tahun 2016. Agak mahal sih. Ehe.;neutral;neutral;neutral;neutral;neutral;negative
Overall, ane puas banget pake HRV;neutral;neutral;positive;neutral;neutral;neutral
Mesin Avanza bisa diandelin dan nyaman dipake.;neutral;positive;positive;neutral;neutral;neutral
Mobil Avanza kagak terlalu mahal, tapi punya banyak fitur pendukung.;neutral;neutral;neutral;positive;positive;neutral
Di Ertiga, bodinya oke, minimalis, tapi nariknya pelan banget;neutral;negative;neutral;positive;neutral;neutral
Gue dukung mobil Fortuner;neutral;neutral;positive;neutral;neutral;neutral
Honda Beat emang ngerti kalo kantong tipis, gapernah repot, mesinnya tetep jalan lancar walaupun lo bawa perjalanan jauh tiap hari;neutral;positive;positive;neutral;neutral;neutral
Larinya Calya juga lumayan cepet, mantap euy;neutral;positive;neutral;neutral;neutral;neutral
Sayang banget si Veloz masih pake lampu halogen, bukan LED, bos;neutral;neutral;neutral;negative;neutral;neutral
HRV ini punya ultra seat jadi bisa bawa barang tinggi atau mau ngumpetin barang di bawah jok. keren banget.;neutral;neutral;neutral;positive;neutral;neutral
Honda Brio lumayan ekonomis di kelasnya;neutral;neutral;neutral;neutral;positive;neutral
Dari segi pelayanan buat konsumen, Daihatsu masih lebih bagus dari Toyota.;neutral;neutral;neutral;neutral;neutral;negative
Cuma sebulan aja udah cukup buat inden Fortuner, ga bakal kayak Xpander yang sampe setahun;neutral;neutral;neutral;neutral;neutral;negative
Scoopy kayaknya dibikin buat anak muda, yang oke pokoknya;neutral;neutral;positive;neutral;neutral;neutral
Suka banget sama pilihan mobil Avanza ini, power bagus dan bandel;neutral;positive;neutral;neutral;neutral;neutral
4 tahun pake Altis, udah terbukti kalo mobil ini punya mesin yang bandel bener;neutral;positive;neutral;neutral;neutral;neutral
Cuma gue doang yang ngerasa kalo BBM Xenia bener-bener boros, bener gak sih?;negative;neutral;neutral;neutral;neutral;neutral
Pajero Sport! Fitur keamanannya lebih bagus dari Fortuner;neutral;neutral;neutral;negative;neutral;neutral
Anjir, mahal banget, berbagai maintenance cuma butuh ganti oli mesin dan as, kalo ada yang perlu diganti, gue ganti sendiri, mending gue punya modal dikit buat beli toolkit buat bongkar motor daripada bawa ke bengkel resmi, bengkel resmi kerjanya berantakan;neutral;neutral;neutral;neutral;neutral;negative
CHR = harga mahal, fitur kurang;neutral;neutral;neutral;negative;negative;neutral
Bengkel Honda nyebelin, bro! Ngaret. Bengkel sebelah tepat waktu. noted;neutral;neutral;neutral;neutral;neutral;negative
Keren Pajero bro... Fortuner mah lewat...;neutral;neutral;negative;neutral;neutral;neutral
Yahama Aerox 155 vva akselerasinya paling top.;neutral;positive;neutral;neutral;neutral;neutral
Scoopy keren. Bensin hemat buat jarak jauh dan ga ribet. Kagak buang banyak duit buat servis.;positive;neutral;positive;neutral;neutral;positive
Daihatsu Sigra, tangki bensinnya rawan bocor karena terbuat dari plastik.;neutral;neutral;neutral;negative;neutral;neutral
Menurut gue, mobil ini agak gembeng, alias banyak penyakit, menurut gue;neutral;neutral;negative;neutral;neutral;neutral
Grand Livina XV gue nyaman banget, belum pernah ada masalah besar. Nissan Top;neutral;neutral;positive;neutral;neutral;neutral
Altis 2001 gue emang spesial banget;neutral;neutral;positive;neutral;neutral;neutral
Desain Unibody ini bikin Avanza mampu buat nahan lebih banyak beban, dan itu adalah salah satu poin dibandingin ama pesaingnya.;neutral;neutral;neutral;positive;neutral;neutral
gatau kenapa gue liat mobil ini ga proporsional dari samping dan belakang;neutral;neutral;neutral;negative;neutral;neutral
Menurut gue, Fortuner menang banyak dari segi kemewahan dibandingin Pajero yang bener-bener kampungan;neutral;neutral;negative;neutral;neutral;neutral
Menurut gue pribadi: Vario 150 2018 itu cuma ganti baju. Mesin dan remnya kagak memuaskan karena kagak ada perbaikan.;neutral;negative;neutral;negative;neutral;neutral
Menurut tukang bengkel, Xenia adalah mobil yang ekonomis. hemat bahan bakar (dapet 1:12).;positive;neutral;neutral;neutral;neutral;neutral
Kalo ada HRV prestige... pasti bakal jadi pemenang nih;neutral;neutral;positive;neutral;neutral;neutral
Adek gue juga pake HRV tapi yang 1500, kalo gue numpang di kursi belakang sih luas banget.;neutral;neutral;neutral;positive;neutral;neutral
Siang ini gue mampir ke dealer mobil Toyota Bintaro, nanyain soal mobil Avanza. Pelayanan sales nya gak ramah-ramah amat. Orang kayak gitu dijadiin sales mobil;neutral;neutral;neutral;neutral;neutral;negative
Wuling Confero mobil yang nyaman buat keluarga.;neutral;neutral;positive;neutral;neutral;neutral
Honda HRV CVT nya lambat (gak tau yang 1.8).;neutral;neutral;neutral;negative;neutral;neutral
Suzuki All New Ertiga Sekarang Lebih Mahal;neutral;neutral;neutral;neutral;negative;neutral
Harga Ignis nya oke banget buat mobil levelnya;neutral;neutral;neutral;neutral;positive;neutral
Harga toyota mahal, kualitas menurun, layanan purna jual menurun;neutral;neutral;negative;neutral;negative;negative
Layanan Toyota kagak pernah ngecewain;neutral;neutral;neutral;neutral;neutral;positive
Vario jauh lebih boros daripada Mio;negative;neutral;neutral;neutral;neutral;neutral
Suspensi bagus, Pajero Sport bro, bukan Fortuner;neutral;neutral;neutral;negative;neutral;neutral
Walaupun Honda Brio bodinya oke, apa gunanya kalo mesinnya kagak bagus?;neutral;negative;neutral;positive;neutral;neutral
Toyota Rush ini gampang dirawat, banyak bengkelnya dimana-mana.;neutral;neutral;neutral;neutral;neutral;positive
Sejauh ini, merek mobil yang paling memuaskan gue secara keseluruhan: nilai, kualitas mobil, after sales tetep Toyota.;neutral;neutral;positive;neutral;positive;neutral
Gue suka sama Brio karena lincah banget buat dibawa kemana aja, yang Calya kalah jauh dari segi performa;neutral;negative;neutral;neutral;neutral;neutral
Menurut gue, GL ini enak dikendarain dari sudut pandang pengemudi.;neutral;neutral;positive;neutral;neutral;neutral
Ini Wuling Cortez kayaknya nyaman banget dibandingin sama Avanza;neutral;neutral;negative;neutral;neutral;neutral
Gue suka banget sama pilihan warna Honda Jazz yang bikin gue gemes;neutral;neutral;neutral;positive;neutral;neutral
Kapsul Kijang luas tapi boros bensin, Avanza hemat tapi sempit, huh;positive;neutral;neutral;negative;neutral;neutral
Ane lebih suka Mobilio karena dari segi power sih lebih unggul;neutral;positive;neutral;neutral;neutral;neutral
Mitsubishi itu mobil yang gampang dirawat, bagus bener;neutral;neutral;neutral;neutral;neutral;positive
Daya tahan mesin mobil Wuling Confero L juga bagus banget, banyak yang beli buat taksi online.;neutral;positive;neutral;neutral;neutral;neutral
Jazz punya power yang bagus banget dibandingin Brio, yang jauh lebih rendah powernya;neutral;negative;neutral;neutral;neutral;neutral
Ane lebih condong ke VRZ, punya pesona tersendiri;neutral;neutral;positive;neutral;neutral;neutral
Fitur lengkap dengan kapasitas cc dan daya yang lebih besar... Sirion punya lebih banyak keuntungan;neutral;positive;neutral;positive;neutral;neutral
Ane pake All New Honda Brio Satya E, bro, nyaman banget dan enak, apalagi merk H, beda sama Suzuki Ignis dan Daihatsu Sirion;neutral;neutral;negative;neutral;neutral;neutral
Tolong benerin AHASS nya, pas mau servis motor sama ganti oli, montirnya ga ada.;neutral;neutral;neutral;neutral;neutral;negative
Penilaian gue sih Avanza ini mobil yang hampir sempurna;neutral;neutral;positive;neutral;neutral;neutral
Gue semakin yakin buat make Honda Brio sebagai mobil sehari-hari karena asik buat dikendarain.;neutral;neutral;positive;neutral;neutral;neutral
Suspensi dan bagasi nyaman banget, interior dan fitur juga lumayan bagus di kelasnya. Pokoknya gue seneng pake HRV;neutral;neutral;neutral;positive;neutral;neutral
Beli Wuling Confero S dan dapet layanan servis 2,5 tahun tanpa perlu bayar.;neutral;neutral;neutral;neutral;neutral;positive
Mini masih kalah power dari Daihatsu Ayla Turbo;neutral;positive;neutral;neutral;neutral;neutral
Warna Avanza terbaru ini bikin mobil keliatan lebih modern;neutral;neutral;neutral;positive;neutral;neutral
Xenia 2008 udah dipake 2 bulan bolak-balik dari Jakarta ke Bandung, mesinnya gak ada masalah.;neutral;positive;neutral;neutral;neutral;neutral
Semua tipe PCX 2018 keren, terutama PCX ABS. Modelnya keren banget, mesinnya bagus dan canggih dan hemat bahan bakar.;positive;positive;positive;positive;neutral;neutral
Kebetulan gue juga pake HRV, tapi banyak pengalaman gue di bengkel resmi yang kurang menyenangkan. dan biaya servisnya agak mahal.;neutral;neutral;neutral;neutral;neutral;negative
Gak nyangka SUV kelas 1800 cc dengan konsumsi bahan bakar 1:12 di kota, bener-bener hemat.;positive;neutral;neutral;neutral;neutral;neutral
City Car Daihatsu Ini Ternyata Harga Nggak Terlalu Mahal;neutral;neutral;neutral;neutral;positive;neutral
Mitsubishi_ID Bengkel Matraman kagak bagus ngeservis mobil gue.;neutral;neutral;neutral;neutral;neutral;negative
Body Xpander nya juga kaleng. Siapa bilang cuma Rush yang kaleng?;neutral;neutral;neutral;negative;neutral;neutral
Honda Brio RS CVT nya bagus banget bro. Cuma harganya aja yang agak mahal;neutral;neutral;positive;neutral;negative;neutral
Avanza punya power yang bagus banget buat dipake di jalan yang tajam;neutral;positive;neutral;neutral;neutral;neutral
Manuver Brio emang lincah kalo dibandingin ama Calya;neutral;negative;neutral;neutral;neutral;neutral
Harga jual Toyota Rush masih bagus.;neutral;neutral;neutral;neutral;positive;neutral
Bengkel Honda Terang Anugrah Pamulang, pelayanannya jelek;neutral;neutral;neutral;neutral;neutral;negative
Gue beli Avanza 2011,  ergonomis banget buat keluarga dan untuk konsumsi bensinnya yang hemat.;positive;neutral;neutral;neutral;positive;neutral
Suspensinya agak keras, dan juga kagak ada setir teleskopik, semoga ada perubahan di Terios kedepannya, makasih.;neutral;neutral;neutral;negative;neutral;neutral
Yang ane rasain performa Avanza 1.5 lebih lincah dan lebih ekonomis;positive;positive;neutral;neutral;neutral;neutral
Avanza murah dan ramah;neutral;neutral;neutral;neutral;positive;neutral
Honda Vario gue murah buat perawatan rutin nya dan selalu dipantau, kalo ada kekurangan, bisa kedeteksi dengan cepat dan bahkan ada banyak service point yang tersebar, bikin perawatan jadi gampang.;neutral;neutral;neutral;neutral;neutral;positive
Udah delapan bulan, baru sekarang jadinya, bener-bener udah lama banget;neutral;neutral;neutral;neutral;neutral;negative
Agak mahal sih buat kelasnya Brio;neutral;neutral;neutral;neutral;negative;neutral
Konsumsi bahan bakar Avanza cukup hemat;positive;neutral;neutral;neutral;neutral;neutral
Xenia Li VVTI ane, tahun 2006 akhir, mesin bunyi kasar pas idle. kayak diesel.;neutral;negative;neutral;neutral;neutral;neutral
Dari semua merek mobil yang pernah gue pake, Terios baru ini lumayan boros.;negative;neutral;neutral;neutral;neutral;neutral
Mini Cooper, mobil stylish yang hampir sempurna;neutral;neutral;positive;neutral;neutral;neutral
Punya mesin Dual VVTI dan sistem penggerak roda belakang membuat Daihatsu Great New Xenia unggul dalam efisiensi dan kemudahan perawatan.;positive;neutral;neutral;neutral;neutral;positive
Gue udah test drive dan ngerasain tarikan yang lumayan mantep di mobil Wuling ini.;neutral;positive;neutral;neutral;neutral;neutral
Mesin Wuling Confero ini kagak berisik;neutral;negative;neutral;neutral;neutral;neutral
Kalo diliat Fortuner, harganya tinggi bener. tapi dibalik harga segitu, kualitas yang diberikan juga bagus.;neutral;neutral;positive;neutral;negative;neutral
Ampun, ane pake Xenia udah kehabisan duit cuma buat bensin;negative;neutral;neutral;neutral;neutral;neutral
Wow, kayaknya Wuling Formo ini nggak meyakinkan banget jadi mobil sehari-hari.;neutral;neutral;negative;neutral;neutral;neutral
Toyota Rush ane, konsumsi bahan bakar lumayan hemat.;positive;neutral;neutral;neutral;neutral;neutral
Harganya relatif murah dengan fitur dan desain yang lumayan keren, Suzuki Baleno 2017;neutral;neutral;neutral;positive;positive;neutral
Iya, bener banget, kelemahan Mobilio cuma mesinnya berisik banget di kecepatan diatas 100 kpj.;neutral;negative;neutral;neutral;neutral;neutral
Hmm, pelayanannya kagak rekomen, bengkel non resmi masih bagusan (  Astra International Daihatsu (Pondok Cabe));neutral;neutral;neutral;neutral;neutral;negative
Wah, Xenia Li 2004 ane udah 5 tahun gak ganti ban. masih tebel semua;neutral;neutral;neutral;positive;neutral;neutral
Wajar kalo perubahan kecil gak naikin harga, gak naikin harga aja penjualan seadanya, apalagi naikin harga. Produsen Jepang sama pelitnya;neutral;neutral;neutral;neutral;negative;neutral
Ane lebih suka Honda karena maintenance minimal dan suku cadang yang awet dan murah;neutral;neutral;neutral;positive;neutral;positive
Livina di tempat gue emang boros bensin dan ngelitik;negative;negative;neutral;neutral;neutral;neutral
Gue milih Xi+ karena ternyata ekonominya gak jauh beda.;positive;neutral;neutral;neutral;neutral;neutral
Wuling Formo 1.2 Standard yang ramah untuk penumpang.;neutral;neutral;positive;neutral;neutral;neutral
Gue pribadi kagak suka Xenia dengan gagang pintu yang diposisikan di tengah;neutral;neutral;neutral;negative;neutral;neutral
Kalo Rush banyak jeroan nya, jadi berat tapi stabil.;neutral;positive;neutral;negative;neutral;neutral
Veloz punya Toyota ternyata enak dipake, nyaman, pesen dari dealer gak pake lama nunggu, thanks Toyota ;neutral;neutral;positive;neutral;neutral;positive
Auto2000ID maaf ya, kenapa abis diservis di dealer Toyota mobilnya sekarang susah starter? Dan sering mati;neutral;neutral;neutral;neutral;neutral;negative
Mobil Xenia bener-bener hemat. Mesinnya lumayan murah buat dirawat.;positive;neutral;positive;neutral;neutral;positive
Setelah beli Toyota Calya, gue ngerasain banyak keuntungannya.;neutral;neutral;positive;neutral;neutral;neutral
Dari segi harga, terlalu mahal, mengingat harga suku cadang Mitsubishi Xpander yang mahal banget.;neutral;neutral;neutral;neutral;negative;neutral
